year,nuts_id,nuts_year_spec,aps_pro_occupations_data
2019,UKJ11,2016,25.8
2010,UKJ12,2010,19.1
2011,UKJ12,2010,19.5
2012,UKJ12,2010,21.0
2013,UKJ12,2013,22.4
2014,UKJ12,2013,21.8
2015,UKJ12,2013,18.7
2016,UKJ12,2016,21.0
2017,UKJ12,2016,19.7
2018,UKJ12,2016,21.1
2019,UKJ12,2016,24.8
2010,UKJ13,2010,22.0
2011,UKJ13,2010,23.2
2012,UKJ13,2010,20.6
2013,UKJ13,2013,22.7
2014,UKJ13,2013,24.2
2015,UKJ13,2013,23.9
2016,UKJ13,2016,21.1
2017,UKJ13,2016,22.5
2018,UKJ13,2016,23.7
2019,UKJ13,2016,21.7
2010,UKJ14,2010,27.8
2011,UKJ14,2010,29.2
2012,UKJ14,2010,25.3
2013,UKJ14,2013,27.5
2014,UKJ14,2013,29.4
2015,UKJ14,2013,30.2
2016,UKJ14,2016,29.4
2017,UKJ14,2016,28.0
2018,UKJ14,2016,26.2
2019,UKJ14,2016,27.7
2010,UKJ21,2010,28.1
2011,UKJ21,2010,23.8
2012,UKJ21,2010,23.3
2013,UKJ21,2013,23.7
2014,UKJ21,2013,27.8
2015,UKJ21,2013,25.4
2016,UKJ21,2016,27.9
2017,UKJ21,2016,30.9
2018,UKJ21,2016,29.2
2019,UKJ21,2016,27.0
2010,UKJ22,2010,18.3
2011,UKJ22,2010,17.1
2012,UKJ22,2010,16.0
2013,UKJ22,2013,20.0
2014,UKJ22,2013,20.1
2015,UKJ22,2013,18.7
2016,UKJ22,2016,19.1
2017,UKJ22,2016,21.7
2018,UKJ22,2016,22.4
2019,UKJ22,2016,20.0
2010,UKJ23,2010,23.2
2011,UKJ23,2010,24.8
2012,UKJ23,2010,25.2
2010,UKJ24,2010,18.1
2011,UKJ24,2010,20.6
2012,UKJ24,2010,18.0
2013,UKJ25,2013,24.0
2014,UKJ25,2013,24.2
2015,UKJ25,2013,27.2
2016,UKJ25,2016,26.9
2017,UKJ25,2016,27.6
2018,UKJ25,2016,24.6
2019,UKJ25,2016,26.4
2013,UKJ26,2013,20.4
2014,UKJ26,2013,20.7
2015,UKJ26,2013,22.2
2016,UKJ26,2016,21.1
2017,UKJ26,2016,22.3
2018,UKJ26,2016,23.1
2019,UKJ26,2016,26.0
2013,UKJ27,2013,18.4
2014,UKJ27,2013,16.3
2015,UKJ27,2013,17.0
2016,UKJ27,2016,20.2
2017,UKJ27,2016,17.9
2018,UKJ27,2016,18.6
2019,UKJ27,2016,19.0
2013,UKJ28,2013,21.4
2014,UKJ28,2013,18.0
2015,UKJ28,2013,18.3
2016,UKJ28,2016,19.7
2017,UKJ28,2016,21.9
2018,UKJ28,2016,25.8
2019,UKJ28,2016,20.0
2010,UKJ31,2010,16.8
2011,UKJ31,2010,18.9
2012,UKJ31,2010,20.5
2013,UKJ31,2013,19.1
2014,UKJ31,2013,18.0
2015,UKJ31,2013,18.2
2016,UKJ31,2016,18.7
2017,UKJ31,2016,19.6
2018,UKJ31,2016,17.9
2019,UKJ31,2016,17.8
2010,UKJ32,2010,22.0
2011,UKJ32,2010,20.2
2012,UKJ32,2010,18.8
2013,UKJ32,2013,18.4
2014,UKJ32,2013,19.7
2015,UKJ32,2013,17.7
2016,UKJ32,2016,19.8
2017,UKJ32,2016,21.0
2018,UKJ32,2016,20.5
2019,UKJ32,2016,19.6
2010,UKJ33,2010,17.2
2011,UKJ33,2010,20.0
2012,UKJ33,2010,22.3
2010,UKJ34,2010,15.3
2011,UKJ34,2010,14.8
2012,UKJ34,2010,16.7
2013,UKJ34,2013,16.2
2014,UKJ34,2013,15.2
2015,UKJ34,2013,15.1
2016,UKJ34,2016,16.5
2017,UKJ34,2016,16.6
2018,UKJ34,2016,14.9
2019,UKJ34,2016,17.4
2013,UKJ35,2013,19.9
2014,UKJ35,2013,22.8
2015,UKJ35,2013,16.6
2016,UKJ35,2016,18.6
2017,UKJ35,2016,16.3
2018,UKJ35,2016,19.9
2019,UKJ35,2016,20.8
2013,UKJ36,2013,24.0
2014,UKJ36,2013,23.6
2015,UKJ36,2013,21.0
2016,UKJ36,2016,23.8
2017,UKJ36,2016,23.0
2018,UKJ36,2016,19.3
2019,UKJ36,2016,23.7
2013,UKJ37,2013,21.4
2014,UKJ37,2013,20.1
2015,UKJ37,2013,22.6
2016,UKJ37,2016,23.9
2017,UKJ37,2016,19.9
2018,UKJ37,2016,24.9
2019,UKJ37,2016,23.5
2010,UKJ41,2010,13.5
2011,UKJ41,2010,14.1
2012,UKJ41,2010,16.0
2013,UKJ41,2013,13.0
2014,UKJ41,2013,14.8
2015,UKJ41,2013,16.1
2016,UKJ41,2016,17.5
2017,UKJ41,2016,18.1
2018,UKJ41,2016,16.7
2019,UKJ41,2016,19.0
2010,UKJ42,2010,17.9
2011,UKJ42,2010,18.4
2012,UKJ42,2010,17.2
2013,UKJ43,2013,20.9
2014,UKJ43,2013,17.8
2015,UKJ43,2013,18.5
2016,UKJ43,2016,15.9
2017,UKJ43,2016,17.6
2018,UKJ43,2016,19.0
2019,UKJ43,2016,17.8
2013,UKJ44,2013,14.4
2014,UKJ44,2013,17.6
2015,UKJ44,2013,21.4
2016,UKJ44,2016,21.5
2017,UKJ44,2016,18.3
2018,UKJ44,2016,19.4
2019,UKJ44,2016,18.5
2013,UKJ45,2013,14.1
2014,UKJ45,2013,17.0
2015,UKJ45,2013,14.7
2016,UKJ45,2016,17.7
2017,UKJ45,2016,19.6
2018,UKJ45,2016,18.2
2019,UKJ45,2016,23.8
2013,UKJ46,2013,22.0
2014,UKJ46,2013,24.5
2015,UKJ46,2013,21.9
2016,UKJ46,2016,20.4
2017,UKJ46,2016,23.5
2018,UKJ46,2016,23.3
2019,UKJ46,2016,22.2
2010,UKK11,2010,24.7
2011,UKK11,2010,25.1
2012,UKK11,2010,26.1
2013,UKK11,2013,25.3
2014,UKK11,2013,27.8
2015,UKK11,2013,27.0
2016,UKK11,2016,26.5
2017,UKK11,2016,28.9
2018,UKK11,2016,27.5
2019,UKK11,2016,30.7
2010,UKK12,2010,17.5
2011,UKK12,2010,20.6
2012,UKK12,2010,21.9
2013,UKK12,2013,22.0
2014,UKK12,2013,21.1
2015,UKK12,2013,23.3
2016,UKK12,2016,21.0
2017,UKK12,2016,23.9
2018,UKK12,2016,22.8
2019,UKK12,2016,22.0
2010,UKK13,2010,20.0
2011,UKK13,2010,22.1
2012,UKK13,2010,21.1
2013,UKK13,2013,18.8
2014,UKK13,2013,21.7
2015,UKK13,2013,19.6
2016,UKK13,2016,19.0
2017,UKK13,2016,18.4
2018,UKK13,2016,17.8
2019,UKK13,2016,21.3
2010,UKK14,2010,14.2
2011,UKK14,2010,20.5
2012,UKK14,2010,17.1
2013,UKK14,2013,18.8
2014,UKK14,2013,19.4
2015,UKK14,2013,16.7
2016,UKK14,2016,21.1
2017,UKK14,2016,17.5
2018,UKK14,2016,17.7
2019,UKK14,2016,20.6
2010,UKK15,2010,18.9
2011,UKK15,2010,21.2
2012,UKK15,2010,19.9
2013,UKK15,2013,19.5
2014,UKK15,2013,16.4
2015,UKK15,2013,18.1
2016,UKK15,2016,20.8
2017,UKK15,2016,22.5
2018,UKK15,2016,20.2
2019,UKK15,2016,18.8
2010,UKK21,2010,19.5
2011,UKK21,2010,19.4
2012,UKK21,2010,18.9
2013,UKK21,2013,17.8
2014,UKK21,2013,18.4
2015,UKK21,2013,19.7
2016,UKK21,2016,18.9
2017,UKK21,2016,18.4
2018,UKK21,2016,19.1
2019,UKK21,2016,20.4
2010,UKK22,2010,16.6
2011,UKK22,2010,17.7
2012,UKK22,2010,17.7
2013,UKK22,2013,18.3
2014,UKK22,2013,19.9
2015,UKK22,2013,18.1
2016,UKK22,2016,18.0
2017,UKK22,2016,15.9
2018,UKK22,2016,19.6
2019,UKK22,2016,19.9
2010,UKK23,2010,16.7
2011,UKK23,2010,17.0
2012,UKK23,2010,18.4
2013,UKK23,2013,12.2
2014,UKK23,2013,14.5
2015,UKK23,2013,17.5
2016,UKK23,2016,18.1
2017,UKK23,2016,18.4
2018,UKK23,2016,18.3
2019,UKK23,2016,18.5
2010,UKK30,2010,14.5
2011,UKK30,2010,13.1
2012,UKK30,2010,13.4
2013,UKK30,2013,14.5
2014,UKK30,2013,15.8
2015,UKK30,2013,12.5
2016,UKK30,2016,16.0
2017,UKK30,2016,13.5
2018,UKK30,2016,14.6
2019,UKK30,2016,16.0
2010,UKK41,2010,16.6
2011,UKK41,2010,13.2
2012,UKK41,2010,15.3
2013,UKK41,2013,15.7
2014,UKK41,2013,17.5
2015,UKK41,2013,15.0
2016,UKK41,2016,16.9
2017,UKK41,2016,13.9
2018,UKK41,2016,14.5
2019,UKK41,2016,16.0
2010,UKK42,2010,12.1
2011,UKK42,2010,15.1
2012,UKK42,2010,14.4
2013,UKK42,2013,12.5
2014,UKK42,2013,12.0
2015,UKK42,2013,13.9
2016,UKK42,2016,12.5
2017,UKK42,2016,15.6
2018,UKK42,2016,15.9
2019,UKK42,2016,15.5
2010,UKK43,2010,17.5
2011,UKK43,2010,17.7
2012,UKK43,2010,18.9
2013,UKK43,2013,16.3
2014,UKK43,2013,20.2
2015,UKK43,2013,19.7
2016,UKK43,2016,18.1
2017,UKK43,2016,17.6
2018,UKK43,2016,20.2
2019,UKK43,2016,20.6
2010,UKL11,2010,16.5
2011,UKL11,2010,16.8
2012,UKL11,2010,17.6
2013,UKL11,2013,20.8
2014,UKL11,2013,19.2
2015,UKL11,2013,19.0
2016,UKL11,2016,17.6
2017,UKL11,2016,17.1
2018,UKL11,2016,16.4
2019,UKL11,2016,20.2
2010,UKL12,2010,16.4
2011,UKL12,2010,17.2
2012,UKL12,2010,16.6
2013,UKL12,2013,17.8
2014,UKL12,2013,16.3
2015,UKL12,2013,16.2
2016,UKL12,2016,15.8
2017,UKL12,2016,18.8
2018,UKL12,2016,18.7
2019,UKL12,2016,20.2
2010,UKL13,2010,16.9
2011,UKL13,2010,18.2
2012,UKL13,2010,16.1
2013,UKL13,2013,16.0
2014,UKL13,2013,17.3
2015,UKL13,2013,18.1
2016,UKL13,2016,17.2
2017,UKL13,2016,17.0
2018,UKL13,2016,15.0
2019,UKL13,2016,18.5
2010,UKL14,2010,17.9
2011,UKL14,2010,17.5
2012,UKL14,2010,16.0
2013,UKL14,2013,15.5
2014,UKL14,2013,15.7
2015,UKL14,2013,15.1
2016,UKL14,2016,16.0
2017,UKL14,2016,16.5
2018,UKL14,2016,16.9
2019,UKL14,2016,17.0
2010,UKL15,2010,14.4
2011,UKL15,2010,15.6
2012,UKL15,2010,14.5
2013,UKL15,2013,14.6
2014,UKL15,2013,15.7
2015,UKL15,2013,14.8
2016,UKL15,2016,17.2
2017,UKL15,2016,16.0
2018,UKL15,2016,15.2
2019,UKL15,2016,17.4
2010,UKL16,2010,12.9
2011,UKL16,2010,14.3
2012,UKL16,2010,15.0
2013,UKL16,2013,14.3
2014,UKL16,2013,14.7
2015,UKL16,2013,14.7
2016,UKL16,2016,14.4
2017,UKL16,2016,15.0
2018,UKL16,2016,14.6
2019,UKL16,2016,15.1
2010,UKL17,2010,14.9
2011,UKL17,2010,16.0
2012,UKL17,2010,16.0
2013,UKL17,2013,17.4
2014,UKL17,2013,15.8
2015,UKL17,2013,16.1
2016,UKL17,2016,17.4
2017,UKL17,2016,16.5
2018,UKL17,2016,18.7
2019,UKL17,2016,15.1
2010,UKL18,2010,19.7
2011,UKL18,2010,19.4
2012,UKL18,2010,19.8
2013,UKL18,2013,17.0
2014,UKL18,2013,17.9
2015,UKL18,2013,18.3
2016,UKL18,2016,18.8
2017,UKL18,2016,18.2
2018,UKL18,2016,19.5
2019,UKL18,2016,22.9
2010,UKL21,2010,18.7
2011,UKL21,2010,20.4
2012,UKL21,2010,18.5
2013,UKL21,2013,21.2
2014,UKL21,2013,21.2
2015,UKL21,2013,20.5
2016,UKL21,2016,21.0
2017,UKL21,2016,19.4
2018,UKL21,2016,18.9
2019,UKL21,2016,19.6
2010,UKL22,2010,24.1
2011,UKL22,2010,23.5
2012,UKL22,2010,24.7
2013,UKL22,2013,24.9
2014,UKL22,2013,23.8
2015,UKL22,2013,23.0
2016,UKL22,2016,25.3
2017,UKL22,2016,24.8
2018,UKL22,2016,26.3
2019,UKL22,2016,27.8
2010,UKL23,2010,17.0
2011,UKL23,2010,16.3
2012,UKL23,2010,15.9
2013,UKL23,2013,17.0
2014,UKL23,2013,16.3
2015,UKL23,2013,15.6
2016,UKL23,2016,16.0
2017,UKL23,2016,17.4
2018,UKL23,2016,19.0
2019,UKL23,2016,15.2
2010,UKL24,2010,16.1
2011,UKL24,2010,14.7
2012,UKL24,2010,15.5
2013,UKL24,2013,16.2
2014,UKL24,2013,14.4
2015,UKL24,2013,14.3
2016,UKL24,2016,15.8
2017,UKL24,2016,12.7
2018,UKL24,2016,16.0
2019,UKL24,2016,15.9
2010,UKM21,2010,18.4
2011,UKM21,2010,19.0
2012,UKM21,2010,17.4
2013,UKM21,2013,16.6
2014,UKM21,2013,16.9
2015,UKM21,2013,16.6
2010,UKM22,2010,16.2
2011,UKM22,2010,17.9
2012,UKM22,2010,20.9
2013,UKM22,2013,19.5
2014,UKM22,2013,16.6
2015,UKM22,2013,17.9
2010,UKM23,2010,15.8
2011,UKM23,2010,15.5
2012,UKM23,2010,17.9
2013,UKM23,2013,19.2
2014,UKM23,2013,20.7
2015,UKM23,2013,20.3
2010,UKM24,2010,17.9
2011,UKM24,2010,18.7
2012,UKM24,2010,18.8
2013,UKM24,2013,19.0
2014,UKM24,2013,17.1
2015,UKM24,2013,18.2
2010,UKM25,2010,28.3
2011,UKM25,2010,25.0
2012,UKM25,2010,31.1
2013,UKM25,2013,31.9
2014,UKM25,2013,30.0
2015,UKM25,2013,29.4
2010,UKM26,2010,16.6
2011,UKM26,2010,13.6
2012,UKM26,2010,16.7
2013,UKM26,2013,13.4
2014,UKM26,2013,15.9
2015,UKM26,2013,15.7
2010,UKM27,2010,17.2
2011,UKM27,2010,18.7
2012,UKM27,2010,21.1
2013,UKM27,2013,21.7
2014,UKM27,2013,20.1
2015,UKM27,2013,20.0
2010,UKM28,2010,14.3
2011,UKM28,2010,14.4
2012,UKM28,2010,17.1
2013,UKM28,2013,19.8
2014,UKM28,2013,17.3
2015,UKM28,2013,19.2
2010,UKM31,2010,20.8
2011,UKM31,2010,22.0
2012,UKM31,2010,22.1
2013,UKM31,2013,21.6
2014,UKM31,2013,22.0
2015,UKM31,2013,23.1
2010,UKM32,2010,13.1
2011,UKM32,2010,14.0
2012,UKM32,2010,13.7
2013,UKM32,2013,14.1
2014,UKM32,2013,12.0
2015,UKM32,2013,11.3
2010,UKM33,2010,12.7
2011,UKM33,2010,12.3
2012,UKM33,2010,13.2
2013,UKM33,2013,14.8
2014,UKM33,2013,14.3
2015,UKM33,2013,15.0
2010,UKM34,2010,18.6
2011,UKM34,2010,18.6
2012,UKM34,2010,22.6
2013,UKM34,2013,25.3
2014,UKM34,2013,25.5
2015,UKM34,2013,23.7
2010,UKM35,2010,19.8
2011,UKM35,2010,19.9
2012,UKM35,2010,22.0
2013,UKM35,2013,21.1
2014,UKM35,2013,20.8
2015,UKM35,2013,23.2
2010,UKM36,2010,10.1
2011,UKM36,2010,13.2
2012,UKM36,2010,12.4
2013,UKM36,2013,12.5
2014,UKM36,2013,14.3
2015,UKM36,2013,14.0
2010,UKM37,2010,18.4
2011,UKM37,2010,18.5
2012,UKM37,2010,16.9
2013,UKM37,2013,15.9
2014,UKM37,2013,17.3
2015,UKM37,2013,19.4
2010,UKM38,2010,17.5
2011,UKM38,2010,19.2
2012,UKM38,2010,17.2
2013,UKM38,2013,15.4
2014,UKM38,2013,17.4
2015,UKM38,2013,16.6
2010,UKM50,2010,19.9
2011,UKM50,2010,20.4
2012,UKM50,2010,19.9
2013,UKM50,2013,19.9
2014,UKM50,2013,20.8
2015,UKM50,2013,22.6
2016,UKM50,2016,24.2
2017,UKM50,2016,22.3
2018,UKM50,2016,23.3
2019,UKM50,2016,24.7
2010,UKM61,2010,15.6
2011,UKM61,2010,15.9
2012,UKM61,2010,14.6
2013,UKM61,2013,13.3
2014,UKM61,2013,12.7
2015,UKM61,2013,13.2
2016,UKM61,2016,17.3
2017,UKM61,2016,11.6
2018,UKM61,2016,16.5
2019,UKM61,2016,13.2
2010,UKM62,2010,16.5
2011,UKM62,2010,15.7
2012,UKM62,2010,15.3
2013,UKM62,2013,16.2
2014,UKM62,2013,15.9
2015,UKM62,2013,15.4
2016,UKM62,2016,15.7
2017,UKM62,2016,16.9
2018,UKM62,2016,16.2
2019,UKM62,2016,19.7
2010,UKM63,2010,15.0
2011,UKM63,2010,14.4
2012,UKM63,2010,13.0
2013,UKM63,2013,15.2
2014,UKM63,2013,12.9
2015,UKM63,2013,11.5
2016,UKM63,2016,14.6
2017,UKM63,2016,13.2
2018,UKM63,2016,14.5
2019,UKM63,2016,17.7
2010,UKM64,2010,20.6
2011,UKM64,2010,19.4
2012,UKM64,2010,16.9
2013,UKM64,2013,16.4
2014,UKM64,2013,15.6
2015,UKM64,2013,18.0
2016,UKM64,2016,19.2
2017,UKM64,2016,14.3
2018,UKM64,2016,17.1
2019,UKM64,2016,16.5
2010,UKM65,2010,14.5
2011,UKM65,2010,17.0
2012,UKM65,2010,14.3
2013,UKM65,2013,12.9
2014,UKM65,2013,9.3
2015,UKM65,2013,8.7
2016,UKM65,2016,10.3
2017,UKM65,2016,12.7
2018,UKM65,2016,14.9
2019,UKM65,2016,13.2
2010,UKM66,2010,17.2
2011,UKM66,2010,16.5
2012,UKM66,2010,22.3
2013,UKM66,2013,20.8
2014,UKM66,2013,21.1
2015,UKM66,2013,14.1
2016,UKM66,2016,14.0
2017,UKM66,2016,12.6
2018,UKM66,2016,7.4
2019,UKM66,2016,10.7
2016,UKM71,2016,16.4
2017,UKM71,2016,17.5
2018,UKM71,2016,18.0
2019,UKM71,2016,19.0
2016,UKM72,2016,20.9
2017,UKM72,2016,21.6
2018,UKM72,2016,21.9
2019,UKM72,2016,20.7
2016,UKM73,2016,20.0
2017,UKM73,2016,19.9
2018,UKM73,2016,18.2
2019,UKM73,2016,20.1
2016,UKM75,2016,32.6
2017,UKM75,2016,32.0
2018,UKM75,2016,31.2
2019,UKM75,2016,26.8
2016,UKM76,2016,17.5
2017,UKM76,2016,16.6
2018,UKM76,2016,16.2
2019,UKM76,2016,19.0
2016,UKM77,2016,19.9
2017,UKM77,2016,21.0
2018,UKM77,2016,21.9
2019,UKM77,2016,19.6
2016,UKM78,2016,18.9
2017,UKM78,2016,17.3
2018,UKM78,2016,17.7
2019,UKM78,2016,14.7
2016,UKM81,2016,23.2
2017,UKM81,2016,21.9
2018,UKM81,2016,24.5
2019,UKM81,2016,23.3
2016,UKM82,2016,21.4
2017,UKM82,2016,24.2
2018,UKM82,2016,23.0
2019,UKM82,2016,23.6
2016,UKM83,2016,21.4
2017,UKM83,2016,20.2
2018,UKM83,2016,20.3
2019,UKM83,2016,23.5
2016,UKM84,2016,13.4
2017,UKM84,2016,16.0
2018,UKM84,2016,16.6
2019,UKM84,2016,18.0
2016,UKM91,2016,19.8
2017,UKM91,2016,19.6
2018,UKM91,2016,16.6
2019,UKM91,2016,18.7
2016,UKM92,2016,13.0
2017,UKM92,2016,13.6
2018,UKM92,2016,14.4
2019,UKM92,2016,18.4
2016,UKM93,2016,15.7
2017,UKM93,2016,15.9
2018,UKM93,2016,14.8
2019,UKM93,2016,16.7
2016,UKM94,2016,18.9
2017,UKM94,2016,19.3
2018,UKM94,2016,18.2
2019,UKM94,2016,23.0
2016,UKM95,2016,20.6
2017,UKM95,2016,19.6
2018,UKM95,2016,17.7
2019,UKM95,2016,19.3
