NUTS_CODE,NUTS_BN_CODE
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
FI1C,1193
TRA23,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
FI1C1,1193
ES,1194
FI,1194
FI,1194
ES4,1194
FI1,1194
FI1,1194
ES42,1194
FI1C,1194
FI1C,1194
ES423,1194
FI1C2,1194
FI1C2,1194
FI,1195
FI,1195
FI,1195
FI,1195
FI1,1195
FI1,1195
FI1,1195
FI1,1195
FI1C,1195
FI1C,1195
FI1C,1195
FI1C,1195
FI1C3,1195
FI1C3,1195
FI1C3,1195
FI1C3,1195
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
FI1C4,1196
TR,1197
FI,1197
FI,1197
FI,1197
TRA,1197
FI1,1197
FI1,1197
FI1,1197
TRA1,1197
FI1C,1197
FI1C,1197
FI1C,1197
TRA12,1197
FI1C5,1197
FI1C5,1197
FI1C5,1197
FI,1198
FI,1198
FI,1198
FI1,1198
FI1,1198
FI1,1198
FI1D,1198
FI1D,1198
FI1D,1198
FI1D1,1198
FI1D1,1198
FI1D1,1198
TR,1199
FI,1199
FI,1199
FI,1199
FI,1199
TRA,1199
FI1,1199
FI1,1199
FI1,1199
FI1,1199
TRA2,1199
FI1D,1199
FI1D,1199
FI1D,1199
FI1D,1199
TRA22,1199
FI1D2,1199
FI1D2,1199
FI1D2,1199
FI1D2,1199
FI,1200
FI,1200
FI,1200
FI1,1200
FI1,1200
FI1,1200
FI1D,1200
FI1D,1200
FI1D,1200
FI1D3,1200
FI1D3,1200
FI1D3,1200
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI1D5,1201
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
ITF6,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
FI20,1205
ITF61,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI200,1205
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI1D7,1202
FI,1203
FI,1203
FI,1203
FI,1203
FI,1203
FI,1203
FI,1203
FI1,1203
FI1,1203
FI1,1203
FI1,1203
FI1,1203
FI1,1203
FI1,1203
FI1D,1203
FI1D,1203
FI1D,1203
FI1D,1203
FI1D,1203
FI1D,1203
FI1D,1203
FI1D8,1203
FI1D8,1203
FI1D8,1203
FI1D8,1203
FI1D8,1203
FI1D8,1203
FI1D8,1203
TR,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
FI,1204
TRA,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
FI1,1204
TRA1,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
FI1D,1204
TRA13,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
FI1D9,1204
IT,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
FI,1205
ITF,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI2,1205
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
FI1,1192
