year,nuts_id,nuts_year_spec,gbp_innovate_uk_funding
2017,UKI73,2016,1476703
2018,UKI73,2016,2045068
2019,UKI73,2016,1100051
2020,UKI73,2016,532197
2013,UKI74,2013,1335617
2014,UKI74,2013,1787629
2015,UKI74,2013,2777253
2016,UKI74,2016,6546278
2017,UKI74,2016,6876235
2018,UKI74,2016,3617033
2019,UKI74,2016,2493284
2020,UKI74,2016,327523
2013,UKI75,2013,1600484
2014,UKI75,2013,1383487
2015,UKI75,2013,1477628
2016,UKI75,2016,3905056
2017,UKI75,2016,3369146
2018,UKI75,2016,3446834
2019,UKI75,2016,2827783
2020,UKI75,2016,910839
2010,UKJ11,2010,4720589
2011,UKJ11,2010,5330996
2012,UKJ11,2010,7633913
2013,UKJ11,2013,3559077
2014,UKJ11,2013,7587009
2015,UKJ11,2013,8250435
2016,UKJ11,2016,8947358
2017,UKJ11,2016,18138593
2018,UKJ11,2016,10636008
2019,UKJ11,2016,7318815
2020,UKJ11,2016,1933846
2010,UKJ12,2010,247552
2011,UKJ12,2010,969901
2012,UKJ12,2010,38265197
2013,UKJ12,2013,1733511
2014,UKJ12,2013,63178293
2015,UKJ12,2013,5890425
2016,UKJ12,2016,5697602
2017,UKJ12,2016,2420406
2018,UKJ12,2016,24679375
2019,UKJ12,2016,84806806
2020,UKJ12,2016,422526
2010,UKJ13,2010,266411
2011,UKJ13,2010,1897781
2012,UKJ13,2010,1789858
2013,UKJ13,2013,3868156
2014,UKJ13,2013,2379085
2015,UKJ13,2013,4850912
2016,UKJ13,2016,5013267
2017,UKJ13,2016,4092735
2018,UKJ13,2016,4124481
2019,UKJ13,2016,13766451
2020,UKJ13,2016,943218
2010,UKJ14,2010,4458933
2011,UKJ14,2010,7172945
2012,UKJ14,2010,48886458
2013,UKJ14,2013,29004874
2014,UKJ14,2013,82398558
2015,UKJ14,2013,18400068
2016,UKJ14,2016,41936698
2017,UKJ14,2016,83484946
2018,UKJ14,2016,209754097
2019,UKJ14,2016,32248144
2020,UKJ14,2016,6418743
2010,UKJ21,2010,884831
2011,UKJ21,2010,805113
2012,UKJ21,2010,1308341
2013,UKJ21,2013,1636631
2014,UKJ21,2013,1415428
2015,UKJ21,2013,1530100
2016,UKJ21,2016,1263763
2017,UKJ21,2016,843182
2018,UKJ21,2016,1771604
2019,UKJ21,2016,429878
2020,UKJ21,2016,387675
2010,UKJ22,2010,579194
2011,UKJ22,2010,688812
2012,UKJ22,2010,536263
2013,UKJ22,2013,688844
2014,UKJ22,2013,1434698
2015,UKJ22,2013,1170134
2016,UKJ22,2016,288373
2017,UKJ22,2016,1427216
2018,UKJ22,2016,2943938
2019,UKJ22,2016,453462
2020,UKJ22,2016,645913
2010,UKJ23,2010,10658870
2011,UKJ23,2010,4602260
2012,UKJ23,2010,9723312
2010,UKJ24,2010,1669451
2011,UKJ24,2010,2109213
2012,UKJ24,2010,2107871
2013,UKJ25,2013,10231502
2014,UKJ25,2013,13070372
2015,UKJ25,2013,13467708
2016,UKJ25,2016,13856930
2017,UKJ25,2016,12650784
2018,UKJ25,2016,16414510
2019,UKJ25,2016,10012002
2020,UKJ25,2016,3579233
2013,UKJ26,2013,506041
2014,UKJ26,2013,2517317
2015,UKJ26,2013,4320291
2016,UKJ26,2016,242941
2017,UKJ26,2016,2010477
2018,UKJ26,2016,1925228
2019,UKJ26,2016,3610008
2020,UKJ26,2016,1166776
2013,UKJ27,2013,3352255
2014,UKJ27,2013,1673006
2015,UKJ27,2013,1380539
2016,UKJ27,2016,7034216
2017,UKJ27,2016,1881396
2018,UKJ27,2016,3007308
2019,UKJ27,2016,15047030
2020,UKJ27,2016,752124
2013,UKJ28,2013,899511
2014,UKJ28,2013,1220345
2015,UKJ28,2013,1216720
2016,UKJ28,2016,1538803
2017,UKJ28,2016,2497171
2018,UKJ28,2016,5371176
2019,UKJ28,2016,588019
2020,UKJ28,2016,384113
2010,UKJ31,2010,1714855
2011,UKJ31,2010,269913
2012,UKJ31,2010,512956
2013,UKJ31,2013,658788
2014,UKJ31,2013,4632169
2015,UKJ31,2013,982034
2016,UKJ31,2016,411527
2017,UKJ31,2016,2206772
2018,UKJ31,2016,2648370
2019,UKJ31,2016,993403
2020,UKJ31,2016,88327
2010,UKJ32,2010,539163
2011,UKJ32,2010,912777
2012,UKJ32,2010,2649580
2013,UKJ32,2013,5120334
2014,UKJ32,2013,1759972
2015,UKJ32,2013,10906642
2016,UKJ32,2016,3469751
2017,UKJ32,2016,2568720
2018,UKJ32,2016,7399052
2019,UKJ32,2016,2784960
2020,UKJ32,2016,400250
2010,UKJ33,2010,5468772
2011,UKJ33,2010,10041822
2012,UKJ33,2010,6275798
2010,UKJ34,2010,1024517
2011,UKJ34,2010,7928453
2012,UKJ34,2010,7731877
2013,UKJ34,2013,1956445
2014,UKJ34,2013,12282076
2015,UKJ34,2013,4008816
2016,UKJ34,2016,11931064
2017,UKJ34,2016,33558046
2018,UKJ34,2016,2784
2019,UKJ34,2016,3864970
2020,UKJ34,2016,49960
2013,UKJ35,2013,1465461
2014,UKJ35,2013,1473374
2015,UKJ35,2013,1021878
2016,UKJ35,2016,744150
2017,UKJ35,2016,2040033
2018,UKJ35,2016,745965
2019,UKJ35,2016,1354665
2020,UKJ35,2016,396368
2013,UKJ36,2013,4293067
2014,UKJ36,2013,5661627
2015,UKJ36,2013,4598013
2016,UKJ36,2016,4538422
2017,UKJ36,2016,4506365
2018,UKJ36,2016,8668277
2019,UKJ36,2016,3051843
2020,UKJ36,2016,1252732
2013,UKJ37,2013,5109611
2014,UKJ37,2013,4918833
2015,UKJ37,2013,3795394
2016,UKJ37,2016,8252356
2017,UKJ37,2016,5690519
2018,UKJ37,2016,2672125
2019,UKJ37,2016,1776108
2020,UKJ37,2016,405373
2010,UKJ41,2010,62685
2011,UKJ41,2010,57500
2012,UKJ41,2010,5000
2013,UKJ41,2013,411459
2014,UKJ41,2013,692810
2015,UKJ41,2013,69530
2017,UKJ41,2016,11927
2018,UKJ41,2016,152705
2020,UKJ41,2016,27011
2010,UKJ42,2010,1065867
2011,UKJ42,2010,1412812
2012,UKJ42,2010,2033531
2013,UKJ43,2013,388978
2014,UKJ43,2013,619327
2015,UKJ43,2013,28864
2017,UKJ43,2016,99204
2018,UKJ43,2016,959576
2019,UKJ43,2016,550841
2020,UKJ43,2016,99861
2013,UKJ44,2013,4978053
2014,UKJ44,2013,883960
2015,UKJ44,2013,774246
2016,UKJ44,2016,463013
2017,UKJ44,2016,1284967
2018,UKJ44,2016,1242081
2019,UKJ44,2016,863710
2020,UKJ44,2016,147595
2013,UKJ45,2013,494661
2014,UKJ45,2013,569022
2015,UKJ45,2013,354101
2016,UKJ45,2016,846635
2017,UKJ45,2016,174817
2018,UKJ45,2016,2701930
2019,UKJ45,2016,974071
2020,UKJ45,2016,222541
2013,UKJ46,2013,1326461
2014,UKJ46,2013,1008681
2015,UKJ46,2013,471031
2016,UKJ46,2016,866184
2017,UKJ46,2016,1272315
2018,UKJ46,2016,425505
2019,UKJ46,2016,1378571
2020,UKJ46,2016,551509
2010,UKK11,2010,2828243
2011,UKK11,2010,64826436
2012,UKK11,2010,50827231
2013,UKK11,2013,21999849
2014,UKK11,2013,33120652
2015,UKK11,2013,37163405
2016,UKK11,2016,2970564
2017,UKK11,2016,23578957
2018,UKK11,2016,78335486
2019,UKK11,2016,6432060
2020,UKK11,2016,2430269
2010,UKK12,2010,1131684
2011,UKK12,2010,2081392
2012,UKK12,2010,9358965
2013,UKK12,2013,14947470
2014,UKK12,2013,11744374
2015,UKK12,2013,14417608
2016,UKK12,2016,52784668
2017,UKK12,2016,37108278
2018,UKK12,2016,35023867
2019,UKK12,2016,8792897
2020,UKK12,2016,3125934
2010,UKK13,2010,1205914
2011,UKK13,2010,2301708
2012,UKK13,2010,16096580
2013,UKK13,2013,10857340
2014,UKK13,2013,118658921
2015,UKK13,2013,24950930
2016,UKK13,2016,41813636
2017,UKK13,2016,7647785
2018,UKK13,2016,59845685
2019,UKK13,2016,10199134
2020,UKK13,2016,1034041
2010,UKK14,2010,354530
2011,UKK14,2010,73580
2012,UKK14,2010,3591339
2013,UKK14,2013,1798067
2014,UKK14,2013,2315524
2015,UKK14,2013,1262689
2016,UKK14,2016,333397
2017,UKK14,2016,1107936
2018,UKK14,2016,1011280
2019,UKK14,2016,1544343
2020,UKK14,2016,727618
2010,UKK15,2010,1346757
2011,UKK15,2010,1503851
2012,UKK15,2010,2994048
2013,UKK15,2013,3218184
2014,UKK15,2013,4272043
2015,UKK15,2013,3189350
2016,UKK15,2016,5558571
2017,UKK15,2016,2042044
2018,UKK15,2016,5263057
2019,UKK15,2016,1396860
2020,UKK15,2016,402185
2010,UKK21,2010,182150
2011,UKK21,2010,187049
2012,UKK21,2010,500356
2013,UKK21,2013,671282
2014,UKK21,2013,643777
2015,UKK21,2013,625713
2016,UKK21,2016,44848
2017,UKK21,2016,410221
2018,UKK21,2016,757667
2019,UKK21,2016,2170581
2020,UKK21,2016,348905
2010,UKK22,2010,353242
2011,UKK22,2010,1802368
2012,UKK22,2010,573049
2013,UKK22,2013,3575899
2014,UKK22,2013,2395349
2015,UKK22,2013,2460289
2016,UKK22,2016,646457
2017,UKK22,2016,4284447
2018,UKK22,2016,1358380
2019,UKK22,2016,1383423
2020,UKK22,2016,575447
2010,UKK23,2010,5456251
2011,UKK23,2010,9795171
2012,UKK23,2010,1272059
2013,UKK23,2013,4082616
2014,UKK23,2013,2833019
2015,UKK23,2013,5809088
2016,UKK23,2016,1783729
2017,UKK23,2016,4574104
2018,UKK23,2016,2340413
2019,UKK23,2016,947520
2020,UKK23,2016,445041
2010,UKK30,2010,2274535
2011,UKK30,2010,292515
2012,UKK30,2010,1841275
2013,UKK30,2013,1127541
2014,UKK30,2013,852241
2015,UKK30,2013,1165241
2016,UKK30,2016,516558
2017,UKK30,2016,1047350
2018,UKK30,2016,1739943
2019,UKK30,2016,148945
2020,UKK30,2016,675694
2010,UKK41,2010,498031
2011,UKK41,2010,524588
2012,UKK41,2010,149181
2013,UKK41,2013,51399
2014,UKK41,2013,695392
2015,UKK41,2013,705427
2016,UKK41,2016,1246301
2017,UKK41,2016,847437
2018,UKK41,2016,2858045
2019,UKK41,2016,650588
2020,UKK41,2016,84000
2010,UKK42,2010,22077
2011,UKK42,2010,50000
2013,UKK42,2013,5000
2014,UKK42,2013,46773
2015,UKK42,2013,10000
2016,UKK42,2016,69363
2017,UKK42,2016,177130
2018,UKK42,2016,516739
2019,UKK42,2016,230291
2020,UKK42,2016,357297
2010,UKK43,2010,1991388
2011,UKK43,2010,1306642
2012,UKK43,2010,3000625
2013,UKK43,2013,3516510
2014,UKK43,2013,2321448
2015,UKK43,2013,1631969
2016,UKK43,2016,3171839
2017,UKK43,2016,4637714
2018,UKK43,2016,4484477
2019,UKK43,2016,4182081
2020,UKK43,2016,1668885
2011,UKL11,2010,10999
2012,UKL11,2010,68146
2013,UKL11,2013,42529
2014,UKL11,2013,112377
2015,UKL11,2013,5000
2016,UKL11,2016,39125
2017,UKL11,2016,267110
2018,UKL11,2016,399703
2020,UKL11,2016,27085
2011,UKL12,2010,346604
2012,UKL12,2010,440323
2013,UKL12,2013,272971
2014,UKL12,2013,870238
2015,UKL12,2013,449027
2016,UKL12,2016,1257737
2017,UKL12,2016,800788
2018,UKL12,2016,640497
2019,UKL12,2016,2052480
2020,UKL12,2016,1622280
2010,UKL13,2010,52325
2011,UKL13,2010,18889
2012,UKL13,2010,247428
2013,UKL13,2013,19744
2014,UKL13,2013,285550
2015,UKL13,2013,193068
2016,UKL13,2016,275119
2017,UKL13,2016,443674
2018,UKL13,2016,256299
2019,UKL13,2016,149420
2010,UKL14,2010,105782
2011,UKL14,2010,2297907
2012,UKL14,2010,944198
2013,UKL14,2013,1631782
2014,UKL14,2013,1424677
2015,UKL14,2013,839208
2016,UKL14,2016,869185
2017,UKL14,2016,855124
2018,UKL14,2016,840320
2019,UKL14,2016,1685781
2020,UKL14,2016,587671
2010,UKL15,2010,91936
2011,UKL15,2010,44503
2012,UKL15,2010,1210943
2013,UKL15,2013,270570
2014,UKL15,2013,231637
2015,UKL15,2013,429131
2017,UKL15,2016,1889950
2018,UKL15,2016,747573
2019,UKL15,2016,939573
2020,UKL15,2016,0
2010,UKL16,2010,54901
2011,UKL16,2010,427171
2012,UKL16,2010,165000
2013,UKL16,2013,801220
2014,UKL16,2013,285899
2015,UKL16,2013,945038
2016,UKL16,2016,145495
2017,UKL16,2016,522319
2018,UKL16,2016,1486052
2019,UKL16,2016,244997
2020,UKL16,2016,310726
2010,UKL17,2010,3750
2011,UKL17,2010,52460
2012,UKL17,2010,195763
2013,UKL17,2013,1415761
2014,UKL17,2013,489905
2015,UKL17,2013,1025464
2016,UKL17,2016,1600408
2017,UKL17,2016,1952153
2018,UKL17,2016,229983
2019,UKL17,2016,752607
2020,UKL17,2016,125054
2010,UKL18,2010,2857956
2011,UKL18,2010,361805
2012,UKL18,2010,2859415
2013,UKL18,2013,2034940
2014,UKL18,2013,2498339
2015,UKL18,2013,3516297
2016,UKL18,2016,1236934
2017,UKL18,2016,4506210
2018,UKL18,2016,1866028
2019,UKL18,2016,981794
2020,UKL18,2016,18300936
2010,UKL21,2010,283141
2012,UKL21,2010,378405
2013,UKL21,2013,355628
2014,UKL21,2013,511714
2015,UKL21,2013,443965
2016,UKL21,2016,547935
2017,UKL21,2016,770159
2018,UKL21,2016,4440667
2019,UKL21,2016,644103
2020,UKL21,2016,600497
2010,UKL22,2010,704352
2011,UKL22,2010,1889092
2012,UKL22,2010,1342062
2013,UKL22,2013,3643656
2014,UKL22,2013,4004081
2015,UKL22,2013,4856101
2016,UKL22,2016,11593763
2017,UKL22,2016,8168795
2018,UKL22,2016,57985655
2019,UKL22,2016,7081945
2020,UKL22,2016,827941
2010,UKL23,2010,140495
2011,UKL23,2010,14645
2012,UKL23,2010,598330
2013,UKL23,2013,1698447
2014,UKL23,2013,1140218
2015,UKL23,2013,363843
2016,UKL23,2016,787881
2017,UKL23,2016,1734693
2018,UKL23,2016,2026079
2019,UKL23,2016,2509501
2020,UKL23,2016,390713
2010,UKL24,2010,12555
2011,UKL24,2010,102126
2012,UKL24,2010,53502
2013,UKL24,2013,181587
2014,UKL24,2013,742679
2015,UKL24,2013,144912
2016,UKL24,2016,129896
2017,UKL24,2016,504215
2018,UKL24,2016,421496
2019,UKL24,2016,614810
2020,UKL24,2016,194035
2010,UKM21,2010,289080
2011,UKM21,2010,417678
2012,UKM21,2010,619529
2013,UKM21,2013,1023859
2014,UKM21,2013,1557997
2015,UKM21,2013,473887
2010,UKM22,2010,279690
2011,UKM22,2010,120700
2012,UKM22,2010,63902
2013,UKM22,2013,820308
2014,UKM22,2013,1370075
2015,UKM22,2013,2649540
2010,UKM23,2010,931995
2011,UKM23,2010,1315974
2012,UKM23,2010,1745389
2013,UKM23,2013,875506
2014,UKM23,2013,1405548
2015,UKM23,2013,2340424
2011,UKM24,2010,51000
2012,UKM24,2010,235559
2013,UKM24,2013,185049
2014,UKM24,2013,113400
2015,UKM24,2013,162320
2010,UKM25,2010,3283673
2011,UKM25,2010,4025514
2012,UKM25,2010,2630845
2013,UKM25,2013,4045892
2014,UKM25,2013,6870762
2015,UKM25,2013,6527910
2011,UKM26,2010,171600
2012,UKM26,2010,27331
2014,UKM26,2013,276443
2015,UKM26,2013,99500
2010,UKM27,2010,2519334
2011,UKM27,2010,2010491
2012,UKM27,2010,1292091
2013,UKM27,2013,2205899
2014,UKM27,2013,3740138
2015,UKM27,2013,323968
2010,UKM28,2010,21122
2011,UKM28,2010,64184
2012,UKM28,2010,687868
2013,UKM28,2013,355845
2014,UKM28,2013,567494
2015,UKM28,2013,512556
2012,UKM31,2010,33246
2013,UKM31,2013,194429
2014,UKM31,2013,380016
2015,UKM31,2013,5000
2012,UKM32,2010,63048
2015,UKM32,2013,571868
2010,UKM33,2010,123382
2012,UKM33,2010,5000
2013,UKM33,2013,153513
2014,UKM33,2013,190400
2015,UKM33,2013,10000
2010,UKM34,2010,2153255
2011,UKM34,2010,50225231
2012,UKM34,2010,49537118
2013,UKM34,2013,8728225
2014,UKM34,2013,86063939
2015,UKM34,2013,14148034
2010,UKM35,2010,415135
2011,UKM35,2010,639033
2012,UKM35,2010,18431
2013,UKM35,2013,49902
2014,UKM35,2013,496022
2015,UKM35,2013,400574
2010,UKM36,2010,466028
2011,UKM36,2010,40058
2012,UKM36,2010,14655
2013,UKM36,2013,307405
2014,UKM36,2013,10000
2015,UKM36,2013,74611
2010,UKM37,2010,113779
2011,UKM37,2010,354960
2012,UKM37,2010,189967
2013,UKM37,2013,373859
2014,UKM37,2013,377839
2015,UKM37,2013,17505
2010,UKM38,2010,641075
2011,UKM38,2010,167665
2012,UKM38,2010,895835
2013,UKM38,2013,356211
2014,UKM38,2013,681080
2015,UKM38,2013,541127
2010,UKM50,2010,99475
2011,UKM50,2010,2055468
2012,UKM50,2010,1346851
2013,UKM50,2013,925500
2014,UKM50,2013,1044086
2015,UKM50,2013,2380776
2016,UKM50,2016,2192729
2017,UKM50,2016,1955728
2018,UKM50,2016,6773523
2019,UKM50,2016,3968327
2020,UKM50,2016,785146
2010,UKM61,2010,286415
2011,UKM61,2010,138696
2012,UKM61,2010,50574
2013,UKM61,2013,149528
2014,UKM61,2013,24397
2015,UKM61,2013,584695
2017,UKM61,2016,684719
2018,UKM61,2016,1013808
2020,UKM61,2016,283459
2011,UKM62,2010,114492
2012,UKM62,2010,138462
2013,UKM62,2013,202547
2014,UKM62,2013,87040
2015,UKM62,2013,212853
2016,UKM62,2016,86426
2017,UKM62,2016,391102
2018,UKM62,2016,518127
2019,UKM62,2016,211924
2020,UKM62,2016,107281
2011,UKM63,2010,199000
2012,UKM63,2010,23260
2013,UKM63,2013,273692
2014,UKM63,2013,72614
2015,UKM63,2013,10000
2019,UKM63,2016,99756
2020,UKM63,2016,30138
2013,UKM64,2013,5000
2014,UKM64,2013,5000
2015,UKM64,2013,10000
2010,UKM65,2010,214580
2015,UKM65,2013,85286
2016,UKM65,2016,33108
2017,UKM65,2016,847510
2018,UKM65,2016,12960531
2019,UKM65,2016,819810
2020,UKM65,2016,203224
2014,UKM66,2013,5000
2016,UKM71,2016,1373329
2017,UKM71,2016,1394044
2018,UKM71,2016,2270886
2019,UKM71,2016,1296622
2020,UKM71,2016,401095
2016,UKM72,2016,827881
2017,UKM72,2016,2004989
2018,UKM72,2016,1683345
2019,UKM72,2016,853459
2020,UKM72,2016,413434
2016,UKM73,2016,1281478
2017,UKM73,2016,2207612
2018,UKM73,2016,2331725
2019,UKM73,2016,7044000
2020,UKM73,2016,404837
2016,UKM75,2016,4988878
2017,UKM75,2016,8359631
2018,UKM75,2016,25725396
2019,UKM75,2016,6181944
2020,UKM75,2016,2641144
2016,UKM76,2016,66000
2017,UKM76,2016,205932
2018,UKM76,2016,1330664
2019,UKM76,2016,30401
2020,UKM76,2016,90000
2016,UKM77,2016,205032
2017,UKM77,2016,3149207
2018,UKM77,2016,4027862
2019,UKM77,2016,631553
2020,UKM77,2016,776358
2016,UKM78,2016,649391
2017,UKM78,2016,1974980
2018,UKM78,2016,824654
2019,UKM78,2016,1131028
2020,UKM78,2016,30991
2018,UKM81,2016,34919
2019,UKM81,2016,224986
2020,UKM81,2016,99000
2016,UKM82,2016,10683929
2017,UKM82,2016,17392683
2018,UKM82,2016,111531832
2019,UKM82,2016,7821212
2020,UKM82,2016,1815755
2016,UKM83,2016,1061464
2017,UKM83,2016,782997
2018,UKM83,2016,423788
2019,UKM83,2016,15001
2020,UKM83,2016,148690
2016,UKM84,2016,947165
2017,UKM84,2016,179458
2018,UKM84,2016,244542
2019,UKM84,2016,155358
2020,UKM84,2016,198015
2016,UKM91,2016,311146
2017,UKM91,2016,88153
2020,UKM91,2016,49612
2016,UKM92,2016,1973113
2018,UKM92,2016,840020
2019,UKM92,2016,55441
2020,UKM93,2016,49891
2018,UKM94,2016,125114
2019,UKM94,2016,25000
2020,UKM94,2016,44095
2016,UKM95,2016,1216799
2017,UKM95,2016,1186464
2018,UKM95,2016,1935564
2019,UKM95,2016,1689445
2020,UKM95,2016,98021
2010,UKN01,2010,1481528
2011,UKN01,2010,3389175
2012,UKN01,2010,3299873
2013,UKN01,2013,3827061
2014,UKN01,2013,8258556
2015,UKN01,2013,8895476
2011,UKN02,2010,55600
2012,UKN02,2010,192470
2013,UKN02,2013,404548
2014,UKN02,2013,615464
2015,UKN02,2013,17215
2010,UKN03,2010,989829
2011,UKN03,2010,1173502
2012,UKN03,2010,797183
2013,UKN03,2013,2591501
2014,UKN03,2013,1176930
2015,UKN03,2013,783828
2010,UKN04,2010,324561
2011,UKN04,2010,6657
2012,UKN04,2010,355801
2013,UKN04,2013,5000
2014,UKN04,2013,982044
2015,UKN04,2013,670279
2010,UKN05,2010,63081
2012,UKN05,2010,75000
2013,UKN05,2013,306434
2014,UKN05,2013,190024
2015,UKN05,2013,59450
2016,UKN06,2016,6287294
2017,UKN06,2016,2569366
2018,UKN06,2016,22144413
2019,UKN06,2016,9468429
2020,UKN06,2016,1772431
2016,UKN07,2016,95914
2017,UKN07,2016,1254512
2018,UKN07,2016,511064
2019,UKN07,2016,86616
2020,UKN07,2016,98548
2016,UKN08,2016,177110
2017,UKN08,2016,467809
2018,UKN08,2016,479075
2019,UKN08,2016,331375
2020,UKN08,2016,96759
2016,UKN09,2016,60792
2017,UKN09,2016,334199
2018,UKN09,2016,1176027
2019,UKN09,2016,13239
2020,UKN09,2016,128644
2016,UKN10,2016,254894
2017,UKN10,2016,430103
2018,UKN10,2016,9576
2019,UKN10,2016,82236
2020,UKN10,2016,40925
2016,UKN11,2016,939285
2018,UKN11,2016,1574615
2019,UKN11,2016,377259
2016,UKN12,2016,1071470
2017,UKN12,2016,512158
2018,UKN12,2016,574867
2019,UKN12,2016,2210744
2020,UKN12,2016,250000
2016,UKN13,2016,366356
2017,UKN13,2016,285666
2018,UKN13,2016,1392549
2019,UKN13,2016,31500
2020,UKN13,2016,38438
2016,UKN14,2016,203216
2017,UKN14,2016,94993
2018,UKN14,2016,69174
2019,UKN14,2016,28593
2017,UKN15,2016,139719
2018,UKN15,2016,128837
2019,UKN15,2016,277486
2020,UKN16,2016,0
