year,nuts_id,nuts_year_spec,broadband_download_speed_data
2019,UKF12,2016,42.63
2019,UKF13,2016,46.44
2019,UKF14,2016,79.73
2019,UKF15,2016,61.57
2019,UKF16,2016,77.31
2019,UKF21,2016,74.59
2019,UKF22,2016,62.61
2019,UKF24,2016,60.64
2019,UKF25,2016,69.61
2019,UKF30,2016,48.93
2019,UKG11,2016,35.69
2019,UKG12,2016,48.3
2019,UKG13,2016,58.07
2019,UKG21,2016,71.26
2019,UKG22,2016,37.4
2019,UKG23,2016,70.79
2019,UKG24,2016,54.18
2019,UKG31,2016,72.94
2019,UKG32,2016,76.36
2019,UKG33,2016,66.22
2019,UKG36,2016,75.61
2019,UKG37,2016,64.94
2019,UKG38,2016,65.46
2019,UKG39,2016,73.91
2019,UKH11,2016,75.16
2019,UKH12,2016,60.84
2019,UKH14,2016,45.69
2019,UKH15,2016,60.16
2019,UKH16,2016,36.13
2019,UKH17,2016,37.7
2019,UKH21,2016,82.37
2019,UKH23,2016,73.84
2019,UKH24,2016,75.26
2019,UKH25,2016,64.65
2019,UKH31,2016,63.17
2019,UKH32,2016,73.91
2019,UKH34,2016,46.51
2019,UKH35,2016,66.12
2019,UKH36,2016,46.8
2019,UKH37,2016,57.78
2019,UKI31,2016,72.25
2019,UKI32,2016,40.23
2019,UKI33,2016,64.1
2019,UKI34,2016,62.11
2019,UKI41,2016,63.22
2019,UKI42,2016,43.76
2019,UKI43,2016,72.31
2019,UKI44,2016,54.41
2019,UKI45,2016,59.14
2019,UKI51,2016,64.3
2019,UKI52,2016,72.86
2019,UKI53,2016,73.19
2019,UKI54,2016,75.75
2019,UKI61,2016,73.84
2019,UKI62,2016,68.43
2019,UKI63,2016,78.32
2019,UKI71,2016,56.2
2019,UKI72,2016,61.98
2019,UKI73,2016,63.37
2019,UKI74,2016,72.43
2019,UKI75,2016,78.14
2019,UKJ11,2016,66.2
2019,UKJ12,2016,46.92
2019,UKJ13,2016,56.05
2019,UKJ14,2016,61.55
2019,UKJ21,2016,81.31
2019,UKJ22,2016,38.52
2019,UKJ25,2016,67.76
2019,UKJ26,2016,62.36
2019,UKJ27,2016,52.55
2019,UKJ28,2016,54.27
2019,UKJ31,2016,82.33
2019,UKJ32,2016,72.66
2019,UKJ34,2016,36.87
2019,UKJ35,2016,70.61
2019,UKJ36,2016,51.07
2019,UKJ37,2016,69.95
2019,UKJ41,2016,78.25
2019,UKJ43,2016,59.42
2019,UKJ44,2016,45.36
2019,UKJ45,2016,57.05
2019,UKJ46,2016,53.06
2019,UKK11,2016,81.12
2019,UKK12,2016,61.07
2019,UKK13,2016,57.53
2019,UKK14,2016,73.94
2019,UKK15,2016,51.9
2019,UKK21,2016,73.05
2019,UKK22,2016,39.98
2019,UKK23,2016,37.83
2019,UKK30,2016,31.77
2019,UKK41,2016,81.07
2019,UKK42,2016,51.24
2019,UKK43,2016,42.96
2019,UKL11,2016,35.4
2019,UKL12,2016,33.99
2019,UKL13,2016,36.6
2019,UKL14,2016,35.3
2019,UKL15,2016,41.92
2019,UKL16,2016,41.81
2019,UKL17,2016,54.41
2019,UKL18,2016,71.51
2019,UKL21,2016,53.01
2019,UKL22,2016,70.41
2019,UKL23,2016,39.72
2019,UKL24,2016,30.33
2019,UKM50,2016,35.07
2019,UKM61,2016,31.63
2019,UKM62,2016,35.01
2019,UKM63,2016,32.71
2019,UKM64,2016,37.79
2019,UKM65,2016,28.45
2019,UKM66,2016,33.87
2019,UKM71,2016,64.23
2019,UKM72,2016,52.37
2019,UKM73,2016,38.84
2019,UKM75,2016,78.62
2019,UKM76,2016,80.19
2019,UKM77,2016,42.94
2019,UKM78,2016,57.1
2019,UKM81,2016,77.8
2019,UKM82,2016,63.55
2019,UKM83,2016,77.76
2019,UKM84,2016,78.17
2019,UKM91,2016,34.3
2019,UKM92,2016,34.12
2019,UKM93,2016,45.99
2019,UKM94,2016,51.89
2019,UKM95,2016,68.05
2019,UKN06,2016,78.09
2019,UKN07,2016,39.22
2019,UKN08,2016,36.31
2019,UKN09,2016,57.29
2019,UKN10,2016,55.31
2019,UKN11,2016,35.88
2019,UKN12,2016,41.65
2019,UKN13,2016,57.15
2019,UKN14,2016,56.47
2019,UKN15,2016,40.48
2019,UKN16,2016,36.57
